id_usuario,carreira_desejada,area_atuacao,nivel_experiencia,nivel_experiencia_num,idade,anos_experiencia,escolaridade,escolaridade_num,tempo_disponivel_semanal,taxa_conclusao_usuario,total_cursos_feitos,score_medio
921,Especialista em Cloud,Marketing Digital,Senior,3,43,16,Superior Completo,5,15,1.0,3,8.67
922,Cientista de Dados,Infraestrutura/Cloud,Intermediário,2,24,6,Doutorado,8,5,0.857,7,7.43
923,Analista de Segurança,Suporte Técnico,Junior,1,18,0,Ensino Médio,2,20,1.0,3,7.37
924,DevOps Engineer,Ciência de Dados,Junior,1,18,0,Ensino Médio,2,8,0.625,8,6.97
925,Analista de Segurança,Suporte Técnico,Intermediário,2,25,4,Superior Completo,5,20,1.0,8,7.84
926,Desenvolvedor Full Stack,Desenvolvimento de Software,Junior,1,18,0,Superior Incompleto,4,5,0.75,4,5.85
927,Engenheiro de Dados,Gestão de Produtos,Intermediário,2,40,8,Doutorado,8,4,0.75,4,7.1
928,Engenheiro de Dados,Outro,Intermediário,2,31,3,Ensino Médio,2,10,0.333,3,7.16
929,Engenheiro de Dados,Suporte Técnico,Junior,1,28,2,Pós-graduação,6,15,0.667,3,7.11
930,Desenvolvedor Full Stack,Infraestrutura/Cloud,Junior,1,20,2,Superior Incompleto,4,4,1.0,4,6.26
931,Product Manager,Desenvolvimento de Software,Intermediário,2,36,5,Ensino Médio,2,4,1.0,3,8.31
932,Product Manager,Gestão de Produtos,Junior,1,34,1,Mestrado,7,10,0.75,4,6.68
933,Analista de Dados,Gestão de Produtos,Junior,1,19,1,Mestrado,7,15,1.0,4,6.98
934,Desenvolvedor Full Stack,Estudante,Junior,1,48,1,Superior Incompleto,4,12,0.8,5,7.65
935,Engenheiro de Machine Learning,Marketing Digital,Junior,1,20,1,Pós-graduação,6,12,0.5,6,6.82
936,Especialista em Cloud,Segurança da Informação,Intermediário,2,44,6,Ensino Fundamental,1,8,0.667,6,7.6
937,Arquiteto de Software,Outro,Junior,1,18,0,Superior Incompleto,4,20,0.875,8,7.51
938,Engenheiro de Machine Learning,Marketing Digital,Intermediário,2,30,10,Técnico,3,8,1.0,6,7.01
939,Analista de Dados,Segurança da Informação,Intermediário,2,42,16,Superior Completo,5,12,0.75,4,7.83
940,Desenvolvedor Frontend,Estudante,Senior,3,40,9,Superior Completo,5,6,0.625,8,8.21
941,Engenheiro de Machine Learning,Segurança da Informação,Senior,3,25,6,Pós-graduação,6,6,1.0,3,8.25
942,QA/Tester,Suporte Técnico,Senior,3,31,13,Pós-graduação,6,6,0.714,7,8.03
943,Engenheiro de Dados,Ciência de Dados,Intermediário,2,41,14,Mestrado,7,10,0.667,3,6.57
944,Desenvolvedor Mobile,Ciência de Dados,Junior,1,47,3,Técnico,3,12,1.0,3,7.73
945,Engenheiro de Machine Learning,Estudante,Intermediário,2,25,5,Técnico,3,12,0.667,6,6.86
946,Engenheiro de Dados,Outro,Junior,1,31,1,Ensino Fundamental,1,4,0.5,4,5.99
947,Analista de Dados,Suporte Técnico,Senior,3,51,10,Ensino Fundamental,1,20,1.0,6,8.62
948,Desenvolvedor Full Stack,Suporte Técnico,Intermediário,2,29,9,Ensino Fundamental,1,20,1.0,4,7.98
949,Engenheiro de Machine Learning,Tecnologia da Informação,Senior,3,46,17,Doutorado,8,10,1.0,7,8.64
950,Desenvolvedor Frontend,Segurança da Informação,Senior,3,34,16,Doutorado,8,15,1.0,6,9.24
951,Desenvolvedor Backend,Ciência de Dados,Intermediário,2,23,4,Ensino Fundamental,1,20,1.0,6,8.27
952,Analista de Dados,Suporte Técnico,Senior,3,46,10,Superior Completo,5,20,1.0,4,8.5
953,Product Manager,Outro,Junior,1,18,0,Mestrado,7,5,1.0,6,6.74
954,Analista de Segurança,Tecnologia da Informação,Junior,1,44,1,Ensino Médio,2,6,1.0,4,5.96
955,Cientista de Dados,Tecnologia da Informação,Intermediário,2,53,17,Doutorado,8,5,0.857,7,7.26
956,Product Manager,Ciência de Dados,Senior,3,30,11,Superior Incompleto,4,2,0.571,7,7.98
957,Engenheiro de Machine Learning,Gestão de Produtos,Intermediário,2,29,11,Técnico,3,8,0.667,3,6.59
958,Designer UX/UI,Infraestrutura/Cloud,Junior,1,40,0,Doutorado,8,20,0.625,8,7.6
959,Engenheiro de Dados,Ciência de Dados,Senior,3,27,9,Ensino Fundamental,1,12,0.857,7,8.88
960,Desenvolvedor Frontend,Tecnologia da Informação,Intermediário,2,38,10,Doutorado,8,8,0.75,4,8.3
961,Desenvolvedor Frontend,Segurança da Informação,Senior,3,50,11,Ensino Médio,2,2,1.0,6,8.24
962,Arquiteto de Software,Ciência de Dados,Intermediário,2,21,2,Superior Completo,5,20,0.8,5,7.16
963,DevOps Engineer,Estudante,Intermediário,2,26,6,Técnico,3,5,0.333,3,6.79
964,Analista de Segurança,Design,Intermediário,2,29,4,Pós-graduação,6,2,0.714,7,7.16
965,Engenheiro de Machine Learning,Tecnologia da Informação,Intermediário,2,54,15,Ensino Fundamental,1,12,0.75,8,7.45
966,Analista de Segurança,Desenvolvimento de Software,Senior,3,45,8,Técnico,3,5,0.5,4,7.37
967,Engenheiro de Dados,Infraestrutura/Cloud,Senior,3,35,13,Superior Completo,5,5,0.857,7,7.76
968,Desenvolvedor Frontend,Marketing Digital,Intermediário,2,24,6,Técnico,3,4,0.4,5,8.38
969,Analista de Dados,Gestão de Produtos,Intermediário,2,30,3,Superior Completo,5,4,0.667,3,7.41
970,Engenheiro de Machine Learning,Infraestrutura/Cloud,Intermediário,2,33,8,Técnico,3,20,1.0,4,7.23
971,Desenvolvedor Backend,Outro,Junior,1,28,0,Ensino Fundamental,1,6,0.6,5,7.13
972,Analista de Segurança,Desenvolvimento de Software,Senior,3,40,12,Mestrado,7,4,0.8,5,8.14
973,DevOps Engineer,Qualidade de Software,Intermediário,2,26,7,Doutorado,8,12,0.667,6,7.65
974,Product Manager,Gestão de Produtos,Senior,3,53,17,Ensino Fundamental,1,5,0.667,6,8.14
975,QA/Tester,Outro,Senior,3,45,5,Doutorado,8,8,0.75,4,7.87
976,Desenvolvedor Frontend,Gestão de Produtos,Intermediário,2,45,7,Ensino Fundamental,1,10,0.8,5,8.42
977,Cientista de Dados,Suporte Técnico,Junior,1,18,0,Ensino Fundamental,1,8,0.5,4,6.7
978,Engenheiro de Machine Learning,Suporte Técnico,Senior,3,52,12,Superior Incompleto,4,20,1.0,7,8.76
979,Analista de Segurança,Marketing Digital,Senior,3,27,8,Ensino Médio,2,8,0.571,7,8.05
980,Arquiteto de Software,Outro,Intermediário,2,30,4,Doutorado,8,10,0.75,4,6.67
981,Arquiteto de Software,Suporte Técnico,Junior,1,41,1,Mestrado,7,10,0.8,5,7.14
982,Desenvolvedor Backend,Segurança da Informação,Junior,1,34,3,Ensino Fundamental,1,5,0.667,3,6.6
983,Arquiteto de Software,Desenvolvimento de Software,Intermediário,2,42,2,Doutorado,8,10,0.5,6,7.36
984,Analista de Segurança,Desenvolvimento de Software,Senior,3,34,11,Doutorado,8,10,1.0,4,8.7
985,Desenvolvedor Mobile,Marketing Digital,Senior,3,41,10,Ensino Fundamental,1,20,1.0,5,8.95
986,Desenvolvedor Mobile,Segurança da Informação,Senior,3,53,5,Mestrado,7,2,0.75,4,8.04
987,Analista de Segurança,Ciência de Dados,Senior,3,37,15,Doutorado,8,2,0.4,5,8.19
988,Especialista em Cloud,Qualidade de Software,Senior,3,45,11,Ensino Médio,2,10,1.0,4,8.2
989,DevOps Engineer,Marketing Digital,Senior,3,47,8,Doutorado,8,4,1.0,5,8.09
990,Arquiteto de Software,Estudante,Senior,3,54,5,Mestrado,7,12,1.0,4,8.19
991,Desenvolvedor Full Stack,Segurança da Informação,Junior,1,49,0,Ensino Fundamental,1,12,0.75,4,7.43
992,Analista de Segurança,Tecnologia da Informação,Intermediário,2,24,5,Superior Completo,5,20,0.875,8,7.7
993,Arquiteto de Software,Suporte Técnico,Senior,3,29,11,Pós-graduação,6,8,0.5,4,7.9
994,Analista de Segurança,Estudante,Intermediário,2,24,3,Doutorado,8,5,0.667,6,7.16
995,Designer UX/UI,Qualidade de Software,Senior,3,26,8,Doutorado,8,15,0.75,4,8.41
996,Arquiteto de Software,Marketing Digital,Intermediário,2,40,7,Doutorado,8,10,0.8,5,7.84
997,Desenvolvedor Frontend,Suporte Técnico,Intermediário,2,21,3,Ensino Fundamental,1,5,1.0,5,7.58
998,Engenheiro de Dados,Suporte Técnico,Junior,1,46,1,Pós-graduação,6,4,0.0,3,6.88
999,Engenheiro de Machine Learning,Tecnologia da Informação,Senior,3,45,12,Técnico,3,12,0.8,5,8.16
1000,Desenvolvedor Backend,Outro,Junior,1,43,3,Mestrado,7,15,0.8,5,7.25
1001,Cientista de Dados,Qualidade de Software,Junior,1,26,4,Superior Incompleto,4,15,0.25,4,6.8
1002,QA/Tester,Gestão de Produtos,Intermediário,2,49,19,Doutorado,8,4,0.5,4,7.67
1003,Engenheiro de Machine Learning,Marketing Digital,Intermediário,2,28,10,Mestrado,7,10,0.5,6,6.67
1004,QA/Tester,Suporte Técnico,Senior,3,34,11,Ensino Médio,2,12,0.667,3,8.8
1005,DevOps Engineer,Suporte Técnico,Senior,3,43,9,Técnico,3,5,0.571,7,8.36
1006,Desenvolvedor Full Stack,Segurança da Informação,Senior,3,28,8,Ensino Fundamental,1,8,1.0,5,8.66
1007,QA/Tester,Gestão de Produtos,Senior,3,48,10,Doutorado,8,2,0.5,4,7.78
1008,Especialista em Cloud,Desenvolvimento de Software,Senior,3,41,14,Técnico,3,20,0.667,3,9.11
1009,Analista de Segurança,Desenvolvimento de Software,Senior,3,43,16,Mestrado,7,4,1.0,8,8.2
1010,Product Manager,Qualidade de Software,Intermediário,2,22,4,Mestrado,7,6,0.75,8,7.46
1011,Product Manager,Outro,Junior,1,28,0,Superior Completo,5,4,0.857,7,5.52
1012,Analista de Dados,Marketing Digital,Junior,1,44,1,Doutorado,8,8,0.75,4,6.94
1013,Especialista em Cloud,Desenvolvimento de Software,Intermediário,2,22,3,Mestrado,7,10,0.857,7,7.5
1014,Analista de Segurança,Outro,Senior,3,39,17,Pós-graduação,6,5,0.5,8,7.95
1015,Engenheiro de Machine Learning,Segurança da Informação,Intermediário,2,47,5,Superior Incompleto,4,15,0.5,4,7.08
1016,Desenvolvedor Mobile,Qualidade de Software,Senior,3,50,16,Superior Completo,5,4,0.75,4,7.49
1017,Engenheiro de Dados,Suporte Técnico,Senior,3,28,10,Técnico,3,10,0.75,8,8.54
1018,Designer UX/UI,Outro,Junior,1,33,3,Pós-graduação,6,5,0.429,7,6.98
1019,Especialista em Cloud,Marketing Digital,Senior,3,43,11,Doutorado,8,8,1.0,6,8.56
1020,Product Manager,Suporte Técnico,Senior,3,42,17,Mestrado,7,5,0.875,8,7.94
1021,Engenheiro de Machine Learning,Segurança da Informação,Intermediário,2,40,5,Mestrado,7,10,0.857,7,7.44
1022,Designer UX/UI,Tecnologia da Informação,Intermediário,2,35,5,Mestrado,7,6,0.667,6,8.25
1023,Desenvolvedor Full Stack,Suporte Técnico,Junior,1,46,1,Superior Incompleto,4,2,1.0,4,6.48
1024,Cientista de Dados,Desenvolvimento de Software,Junior,1,33,1,Superior Completo,5,4,0.333,3,7.62
1025,Desenvolvedor Backend,Estudante,Intermediário,2,25,6,Superior Completo,5,15,0.857,7,8.33
1026,Especialista em Cloud,Segurança da Informação,Intermediário,2,49,3,Pós-graduação,6,2,1.0,3,7.57
1027,Desenvolvedor Frontend,Qualidade de Software,Senior,3,34,15,Superior Incompleto,4,15,0.857,7,8.25
1028,Arquiteto de Software,Segurança da Informação,Senior,3,39,11,Superior Incompleto,4,20,1.0,7,8.67
1029,Especialista em Cloud,Outro,Senior,3,54,9,Ensino Fundamental,1,6,1.0,6,8.02
1030,Analista de Dados,Gestão de Produtos,Senior,3,54,9,Pós-graduação,6,8,1.0,4,7.55
1031,Desenvolvedor Full Stack,Estudante,Intermediário,2,41,9,Superior Completo,5,15,1.0,6,8.69
1032,Product Manager,Infraestrutura/Cloud,Junior,1,19,1,Pós-graduação,6,10,1.0,6,7.57
1033,Especialista em Cloud,Qualidade de Software,Junior,1,44,2,Superior Incompleto,4,6,0.333,3,6.82
1034,Cientista de Dados,Infraestrutura/Cloud,Junior,1,26,1,Ensino Médio,2,5,0.833,6,6.74
1035,Desenvolvedor Backend,Desenvolvimento de Software,Junior,1,18,0,Ensino Médio,2,2,0.2,5,6.09
1036,Analista de Dados,Estudante,Senior,3,37,19,Superior Completo,5,8,0.8,5,8.36
1037,Cientista de Dados,Desenvolvimento de Software,Junior,1,47,2,Superior Completo,5,5,0.75,4,6.57
1038,Engenheiro de Dados,Infraestrutura/Cloud,Intermediário,2,44,13,Técnico,3,2,1.0,3,6.63
1039,Desenvolvedor Backend,Marketing Digital,Senior,3,35,12,Ensino Fundamental,1,6,0.875,8,8.12
1040,Product Manager,Suporte Técnico,Senior,3,46,19,Doutorado,8,8,1.0,3,8.47
1041,Designer UX/UI,Marketing Digital,Senior,3,44,17,Pós-graduação,6,6,1.0,3,8.59
1042,Desenvolvedor Mobile,Desenvolvimento de Software,Junior,1,18,0,Ensino Médio,2,2,0.375,8,7.11
1043,Especialista em Cloud,Segurança da Informação,Senior,3,43,12,Mestrado,7,6,0.75,4,7.83
1044,Designer UX/UI,Gestão de Produtos,Intermediário,2,40,9,Pós-graduação,6,20,1.0,3,9.04
1045,QA/Tester,Ciência de Dados,Junior,1,22,0,Pós-graduação,6,2,0.667,3,7.03
1046,Engenheiro de Dados,Marketing Digital,Junior,1,39,1,Superior Incompleto,4,15,0.667,6,7.49
1047,Especialista em Cloud,Qualidade de Software,Junior,1,46,3,Doutorado,8,8,1.0,6,6.49
1048,Desenvolvedor Frontend,Suporte Técnico,Intermediário,2,28,8,Doutorado,8,8,0.667,3,8.15
1049,QA/Tester,Suporte Técnico,Intermediário,2,29,11,Superior Incompleto,4,5,0.667,6,7.92
1050,Arquiteto de Software,Marketing Digital,Intermediário,2,24,4,Ensino Médio,2,12,1.0,7,6.9
1051,Cientista de Dados,Segurança da Informação,Intermediário,2,43,7,Superior Completo,5,8,0.857,7,7.28
1052,QA/Tester,Segurança da Informação,Senior,3,38,13,Doutorado,8,6,0.5,4,7.98
1053,Desenvolvedor Full Stack,Design,Senior,3,40,9,Superior Incompleto,4,6,0.8,5,8.31
1054,Designer UX/UI,Tecnologia da Informação,Senior,3,32,14,Técnico,3,6,0.6,5,8.26
1055,Designer UX/UI,Estudante,Intermediário,2,46,7,Ensino Médio,2,20,0.8,5,8.94
1056,Arquiteto de Software,Suporte Técnico,Intermediário,2,36,15,Mestrado,7,12,0.714,7,8.04
1057,Desenvolvedor Mobile,Segurança da Informação,Senior,3,45,13,Mestrado,7,20,0.875,8,8.88
1058,Analista de Segurança,Tecnologia da Informação,Junior,1,44,3,Técnico,3,5,0.667,6,6.89
1059,DevOps Engineer,Outro,Junior,1,54,0,Ensino Fundamental,1,5,0.5,4,5.82
1060,Desenvolvedor Frontend,Tecnologia da Informação,Senior,3,41,7,Técnico,3,6,0.857,7,8.0
1061,Designer UX/UI,Tecnologia da Informação,Senior,3,51,9,Superior Incompleto,4,6,0.667,3,8.36
1062,Analista de Dados,Gestão de Produtos,Junior,1,20,1,Mestrado,7,20,0.5,4,6.59
1063,Analista de Dados,Marketing Digital,Senior,3,40,19,Mestrado,7,12,0.6,5,8.46
1064,Desenvolvedor Frontend,Segurança da Informação,Junior,1,22,4,Ensino Médio,2,20,0.75,8,7.52
1065,Engenheiro de Machine Learning,Tecnologia da Informação,Intermediário,2,23,4,Ensino Médio,2,20,0.875,8,7.5
1066,Especialista em Cloud,Suporte Técnico,Senior,3,27,7,Ensino Médio,2,12,0.833,6,8.49
1067,Especialista em Cloud,Infraestrutura/Cloud,Senior,3,38,19,Mestrado,7,5,0.667,6,7.98
1068,Desenvolvedor Full Stack,Infraestrutura/Cloud,Intermediário,2,39,14,Superior Incompleto,4,6,0.714,7,7.77
1069,Engenheiro de Machine Learning,Gestão de Produtos,Senior,3,45,11,Superior Completo,5,10,0.75,4,8.56
1070,Desenvolvedor Backend,Design,Intermediário,2,53,14,Pós-graduação,6,20,0.6,5,7.95
1071,Designer UX/UI,Segurança da Informação,Junior,1,22,3,Ensino Médio,2,12,1.0,4,7.28
1072,Desenvolvedor Full Stack,Qualidade de Software,Junior,1,47,4,Mestrado,7,20,0.833,6,7.63
1073,Cientista de Dados,Ciência de Dados,Intermediário,2,44,18,Pós-graduação,6,20,0.75,4,7.37
1074,Analista de Dados,Suporte Técnico,Intermediário,2,53,6,Técnico,3,15,1.0,3,8.62
1075,Desenvolvedor Backend,Ciência de Dados,Intermediário,2,39,7,Superior Completo,5,2,0.75,4,6.96
1076,Desenvolvedor Frontend,Desenvolvimento de Software,Senior,3,33,9,Ensino Fundamental,1,4,0.833,6,8.19
1077,DevOps Engineer,Suporte Técnico,Senior,3,26,8,Ensino Médio,2,10,1.0,5,8.34
1078,Arquiteto de Software,Tecnologia da Informação,Junior,1,34,3,Ensino Médio,2,6,0.667,3,6.3
1079,Engenheiro de Machine Learning,Qualidade de Software,Intermediário,2,42,4,Pós-graduação,6,10,0.8,5,7.5
1080,Desenvolvedor Backend,Suporte Técnico,Junior,1,18,0,Superior Incompleto,4,6,1.0,4,5.84
1081,Desenvolvedor Frontend,Design,Junior,1,41,1,Ensino Médio,2,15,0.8,5,7.51
1082,QA/Tester,Ciência de Dados,Senior,3,32,6,Doutorado,8,10,0.833,6,8.93
1083,Engenheiro de Dados,Qualidade de Software,Junior,1,18,0,Superior Completo,5,12,0.8,5,7.72
1084,Engenheiro de Machine Learning,Qualidade de Software,Junior,1,34,1,Pós-graduação,6,20,0.667,6,7.65
1085,Especialista em Cloud,Marketing Digital,Intermediário,2,46,8,Técnico,3,10,0.286,7,7.16
1086,Engenheiro de Dados,Ciência de Dados,Senior,3,23,5,Mestrado,7,6,0.5,4,7.65
1087,Analista de Segurança,Marketing Digital,Junior,1,20,0,Pós-graduação,6,2,0.5,6,6.27
1088,QA/Tester,Infraestrutura/Cloud,Junior,1,18,0,Doutorado,8,5,0.286,7,6.67
1089,Engenheiro de Dados,Design,Junior,1,32,3,Ensino Médio,2,6,1.0,3,6.76
1090,Arquiteto de Software,Qualidade de Software,Intermediário,2,35,16,Superior Completo,5,5,0.667,6,7.05
1091,QA/Tester,Segurança da Informação,Intermediário,2,52,7,Superior Completo,5,2,0.75,8,7.69
1092,Engenheiro de Machine Learning,Tecnologia da Informação,Junior,1,31,1,Ensino Fundamental,1,12,0.75,8,6.57
1093,Analista de Segurança,Qualidade de Software,Junior,1,21,3,Mestrado,7,10,1.0,6,6.74
1094,QA/Tester,Estudante,Senior,3,50,16,Superior Completo,5,15,0.875,8,8.74
1095,QA/Tester,Segurança da Informação,Junior,1,36,0,Técnico,3,8,0.667,3,6.99
1096,Engenheiro de Dados,Gestão de Produtos,Intermediário,2,44,15,Superior Completo,5,10,1.0,5,8.4
1097,DevOps Engineer,Segurança da Informação,Senior,3,30,10,Ensino Médio,2,5,1.0,3,8.18
1098,Engenheiro de Dados,Segurança da Informação,Senior,3,29,9,Superior Incompleto,4,20,0.5,4,8.56
1099,Arquiteto de Software,Desenvolvimento de Software,Intermediário,2,21,2,Técnico,3,12,0.5,4,7.28
1100,Desenvolvedor Backend,Desenvolvimento de Software,Senior,3,39,18,Técnico,3,20,0.8,5,8.74
1101,Engenheiro de Machine Learning,Infraestrutura/Cloud,Intermediário,2,54,7,Ensino Fundamental,1,12,1.0,3,7.03
1102,Especialista em Cloud,Infraestrutura/Cloud,Intermediário,2,31,2,Ensino Médio,2,4,0.714,7,6.55
1103,Engenheiro de Dados,Ciência de Dados,Senior,3,33,14,Superior Incompleto,4,5,0.75,4,7.83
1104,QA/Tester,Marketing Digital,Senior,3,33,7,Doutorado,8,2,0.75,8,7.92
1105,QA/Tester,Estudante,Intermediário,2,29,10,Pós-graduação,6,8,0.625,8,7.8
1106,Engenheiro de Machine Learning,Segurança da Informação,Senior,3,44,11,Superior Completo,5,2,0.625,8,8.14
1107,Cientista de Dados,Qualidade de Software,Junior,1,23,0,Técnico,3,8,0.333,3,7.01
1108,Analista de Dados,Suporte Técnico,Senior,3,45,13,Pós-graduação,6,8,0.75,8,8.13
1109,Arquiteto de Software,Tecnologia da Informação,Senior,3,50,17,Superior Completo,5,20,1.0,3,8.59
1110,QA/Tester,Ciência de Dados,Intermediário,2,36,4,Mestrado,7,4,0.667,3,7.81
1111,Analista de Segurança,Marketing Digital,Senior,3,47,14,Doutorado,8,12,1.0,6,8.9
1112,Desenvolvedor Full Stack,Segurança da Informação,Junior,1,21,0,Doutorado,8,6,0.667,3,7.74
1113,Desenvolvedor Backend,Ciência de Dados,Intermediário,2,24,5,Superior Completo,5,12,0.8,5,7.57
1114,Desenvolvedor Backend,Desenvolvimento de Software,Senior,3,40,18,Pós-graduação,6,10,1.0,3,8.9
1115,Engenheiro de Machine Learning,Tecnologia da Informação,Senior,3,46,19,Superior Incompleto,4,15,1.0,6,9.02
1116,Especialista em Cloud,Marketing Digital,Senior,3,35,9,Ensino Médio,2,20,0.667,3,9.01
1117,Arquiteto de Software,Infraestrutura/Cloud,Intermediário,2,25,6,Superior Incompleto,4,2,0.667,3,7.04
1118,Arquiteto de Software,Gestão de Produtos,Junior,1,23,4,Superior Incompleto,4,20,0.5,6,7.64
1119,Desenvolvedor Backend,Qualidade de Software,Junior,1,22,4,Técnico,3,6,0.429,7,5.92
1120,Arquiteto de Software,Segurança da Informação,Intermediário,2,44,16,Técnico,3,12,0.667,3,8.58
1121,Desenvolvedor Backend,Design,Junior,1,20,2,Mestrado,7,4,0.8,5,6.95
1122,QA/Tester,Outro,Intermediário,2,52,15,Superior Completo,5,4,0.667,3,8.53
1123,Desenvolvedor Mobile,Infraestrutura/Cloud,Senior,3,41,9,Doutorado,8,10,1.0,4,7.98
1124,Desenvolvedor Backend,Ciência de Dados,Senior,3,39,10,Técnico,3,12,0.6,5,8.63
1125,Analista de Segurança,Desenvolvimento de Software,Intermediário,2,44,14,Superior Completo,5,10,1.0,3,7.98
1126,Engenheiro de Machine Learning,Suporte Técnico,Senior,3,37,8,Doutorado,8,10,0.4,5,8.37
1127,Product Manager,Tecnologia da Informação,Senior,3,37,11,Mestrado,7,5,0.625,8,8.0
1128,Desenvolvedor Backend,Tecnologia da Informação,Intermediário,2,37,2,Superior Incompleto,4,4,0.375,8,7.06
1129,Analista de Segurança,Desenvolvimento de Software,Junior,1,47,1,Ensino Médio,2,10,0.875,8,7.11
1130,Desenvolvedor Backend,Infraestrutura/Cloud,Junior,1,20,2,Ensino Fundamental,1,20,0.75,8,7.28
1131,Desenvolvedor Frontend,Infraestrutura/Cloud,Senior,3,49,15,Técnico,3,10,0.571,7,8.66
1132,Designer UX/UI,Estudante,Junior,1,53,1,Mestrado,7,6,1.0,7,6.75
1133,Designer UX/UI,Gestão de Produtos,Junior,1,18,0,Ensino Fundamental,1,20,0.667,6,7.5
1134,Engenheiro de Machine Learning,Segurança da Informação,Senior,3,32,12,Superior Incompleto,4,8,0.75,4,8.03
1135,Especialista em Cloud,Gestão de Produtos,Intermediário,2,39,3,Ensino Médio,2,4,1.0,4,5.8
1136,Desenvolvedor Backend,Design,Intermediário,2,47,12,Superior Incompleto,4,2,0.75,4,7.23
1137,Cientista de Dados,Qualidade de Software,Intermediário,2,21,3,Mestrado,7,2,0.833,6,7.96
1138,Desenvolvedor Mobile,Estudante,Senior,3,53,18,Ensino Fundamental,1,2,0.6,5,7.42
1139,Designer UX/UI,Tecnologia da Informação,Intermediário,2,27,3,Ensino Fundamental,1,20,0.714,7,7.45
1140,Arquiteto de Software,Ciência de Dados,Senior,3,49,5,Pós-graduação,6,10,0.8,5,8.09
1141,Engenheiro de Dados,Tecnologia da Informação,Senior,3,34,9,Mestrado,7,4,1.0,6,8.39
1142,Product Manager,Design,Senior,3,44,17,Mestrado,7,5,1.0,4,7.3
1143,Engenheiro de Dados,Qualidade de Software,Intermediário,2,38,14,Mestrado,7,6,0.714,7,7.24
1144,Analista de Dados,Segurança da Informação,Intermediário,2,46,8,Doutorado,8,5,0.6,5,7.99
1145,Engenheiro de Dados,Segurança da Informação,Senior,3,45,16,Doutorado,8,20,1.0,8,8.77
1146,Cientista de Dados,Qualidade de Software,Senior,3,37,12,Mestrado,7,15,0.667,3,9.18
1147,Desenvolvedor Backend,Suporte Técnico,Senior,3,40,14,Superior Incompleto,4,6,0.5,4,7.72
1148,Especialista em Cloud,Outro,Intermediário,2,50,13,Ensino Médio,2,8,1.0,6,7.79
1149,Designer UX/UI,Gestão de Produtos,Intermediário,2,51,7,Ensino Fundamental,1,4,0.833,6,8.15
1150,Analista de Dados,Suporte Técnico,Junior,1,20,0,Ensino Médio,2,4,0.6,5,7.17
